Date,Average Temperature,Total Precipitation,Humidity (rh),Pressure (in),Wind Speed (mph)
19960701,80.35714285714286,0,65.64285714285714,29.638928571428576,7.392857142857143
19960702,79.51351351351352,0,67.16216216216216,29.765945945945944,4.837837837837838
19960703,79.69767441860465,0,68.90697674418605,29.77976744186046,6.953488372093023
19960704,77.92682926829268,0,60.19512195121951,29.73634146341464,6.439024390243903
19960705,77.45454545454545,0,77.02272727272727,29.516590909090908,8.522727272727273
19960706,74.02439024390245,0,62.48780487804878,29.620000000000008,9.097560975609756
19960707,71.08695652173913,0,78.73913043478261,29.7354347826087,8.23913043478261
19960708,69.40384615384616,0,84,29.763076923076916,9.25
19960709,76.4390243902439,0,71,29.691707317073167,11.195121951219512
19960710,77.39024390243902,0,68.53658536585365,29.559024390243888,11.536585365853659
19960711,73.1219512195122,0,65.36585365853658,29.63707317073171,9.707317073170731
19960712,77.95121951219512,0,57.48780487804878,29.740731707317074,5.317073170731708
19960713,83.8048780487805,0,59.24390243902439,29.81609756097559,5.560975609756097
19960714,85.34146341463415,0,65.85365853658537,29.838780487804854,6.7560975609756095
19960715,85.34146341463415,0,65.04878048780488,29.791951219512185,6.951219512195122
19960716,85.90243902439025,0,61,29.787560975609743,7.878048780487805
19960717,86.41463414634147,0,61.90243902439025,29.822682926829252,8.341463414634147
19960718,86.51219512195122,0,66.53658536585365,29.803658536585356,8.390243902439025
19960719,84.70588235294117,0,70.72549019607843,29.64450980392154,6.294117647058823
19960720,77.14035087719299,0,90.35087719298245,29.09280701754386,5.7368421052631575
19960721,83.0952380952381,0,71.97619047619048,29.729285714285712,4.714285714285714
19960722,83.53333333333333,0,75.33333333333333,29.736000000000004,4.4222222222222225
19960723,84.26086956521739,0,73.47826086956522,29.038260869565217,7.8478260869565215
19960724,84.725,0,68.225,29.737750000000005,4.425
19960725,85.4047619047619,0,68.16666666666667,29.807857142857124,5.9523809523809526
19960726,86.275,0,66.275,29.85625000000001,7.15
19960727,86.09756097560975,0,63.36585365853659,29.865853658536587,7.073170731707317
19960728,85.97368421052632,0,63.55263157894737,29.848947368421033,6.421052631578948
19960729,86.8780487804878,0,65.2439024390244,29.814634146341447,7.2439024390243905
19960730,86.82926829268293,0,62.31707317073171,29.808780487804853,7.390243902439025
19960731,84.80952380952381,0,60.166666666666664,29.841666666666676,6.404761904761905
19960801,87,0,63.95238095238095,29.878571428571448,6.5
19960802,88.2439024390244,0,65.02439024390245,29.838780487804858,5.536585365853658
19960803,87.14634146341463,0,63.5609756097561,29.843170731707293,7.048780487804878
19960804,86.30952380952381,0,68.19047619047619,29.747857142857146,7.928571428571429
19960805,86.3170731707317,0,57.24390243902439,29.65536585365855,9.804878048780488
19960806,84.1219512195122,0,59.390243902439025,29.62463414634148,10.536585365853659
19960807,84.625,0,56.15,29.664250000000003,13.225
19960808,84,0,57.292682926829265,29.67853658536585,7.829268292682927
19960809,85,0,54.42857142857143,29.685,6.714285714285714
19960810,86.6046511627907,0,53.86046511627907,29.709999999999994,7.395348837209302
19960811,86.02272727272727,0,57.43181818181818,29.729772727272714,6.7727272727272725
19960812,85.88095238095238,0,57.666666666666664,29.68571428571429,7.976190476190476
19960813,83,0,64.44186046511628,28.940465116279075,8.744186046511627
19960814,86.10416666666667,0,69.70833333333333,29.39208333333335,14.270833333333334
19960815,85.60975609756098,0,69.97560975609755,29.55780487804881,11.78048780487805
19960816,83.07317073170732,0,66.21951219512195,29.727560975609766,7.073170731707317
19960817,82.5,0,61.976190476190474,29.78214285714285,5.690476190476191
19960818,81.07142857142857,0,59.285714285714285,29.799285714285695,7.333333333333333
19960819,84.97560975609755,0,54.80487804878049,29.82926829268291,6.048780487804878
19960820,83.07317073170732,0,61.5609756097561,29.825609756097542,5.463414634146342
19960821,80.81395348837209,0,66.5813953488372,29.82209302325579,6.232558139534884
19960822,83.02272727272727,0,66.25,29.79318181818181,6.886363636363637
19960823,84.225,0,63.8,29.683000000000003,7.3
19960824,80.51219512195122,0,62.63414634146341,29.72829268292683,11.170731707317072
19960825,79.39024390243902,0,53.609756097560975,29.805121951219483,8.560975609756097
19960826,78.6829268292683,0,62.80487804878049,29.84317073170731,6.365853658536586
19960827,68.20338983050847,0,87.98305084745763,29.765762711864408,8.152542372881356
19960828,72.66666666666667,0,84.52941176470588,29.59176470588234,8.529411764705882
