Date,Average Temperature,Total Precipitation,Humidity (rh),Pressure (in),Wind Speed (mph),Max Temp
19960701,60.714285714285715,0,78.80952380952381,28.911190476190487,8.5,68
19960702,59.75,0,68.1,28.951750000000015,7.625,64
19960703,64.55263157894737,0,58.6578947368421,28.988684210526333,5.131578947368421,75
19960704,69.78048780487805,0,66.39024390243902,28.993658536585365,9.24390243902439,79
19960705,65.08108108108108,0,84.08108108108108,28.8718918918919,5.864864864864865,70
19960706,60,0,75.97368421052632,28.898157894736862,7.5,66
19960707,55.513513513513516,0,88.75675675675676,28.76,5.081081081081081,61
19960708,54.93181818181818,0,87.20454545454545,28.97340909090911,9.886363636363637,61
19960709,58.69444444444444,0,70.88888888888889,29.298333333333314,6.666666666666667,68
19960710,59.857142857142854,0,86.73809523809524,29.245000000000005,7.261904761904762,64
19960711,63.60606060606061,0,73.42424242424242,28.35727272727274,1.8484848484848484,72
19960712,67,0,66.2,29.144285714285715,4.8,77
19960713,71.86842105263158,0,63.63157894736842,29.222368421052646,5.631578947368421,81
19960714,71.75,0,69.475,29.320749999999993,3.425,82
19960715,73.25641025641026,0,68.97435897435898,29.243076923076934,5.076923076923077,82
19960716,66.17948717948718,0,67.28205128205128,29.28461538461537,8.307692307692308,73
19960717,62,0,69.08333333333333,29.23833333333335,6.194444444444445,73
19960718,63.6,0,61.425,29.214750000000027,5.925,75
19960719,63.108108108108105,0,67.08108108108108,29.24675675675676,5.8108108108108105,73
19960720,63.578947368421055,0,58.81578947368421,29.24289473684211,6.026315789473684,73
19960721,63.30769230769231,0,58.41025641025641,29.252307692307696,3.5641025641025643,75
19960722,71.41666666666667,0,48.30555555555556,29.177500000000002,3.138888888888889,82
19960723,73.06818181818181,0,62.56818181818182,29.03909090909091,6.068181818181818,84
19960724,71.43589743589743,0,63,29.0153846153846,10.461538461538462,79
19960725,67.51351351351352,0,56.432432432432435,29.167297297297292,8.567567567567568,77
19960726,65.33333333333333,0,73.3076923076923,28.415128205128212,4.410256410256411,77
19960727,71.4,0,64.25,29.0935,3.35,84
19960728,72.1842105263158,0,72.52631578947368,29.08473684210527,4.868421052631579,81
19960729,74.89473684210526,0,62.421052631578945,29.05315789473684,5.421052631578948,84
19960730,69.56756756756756,0,66.32432432432432,29.067027027027045,4.8108108108108105,77
19960731,72.45,0,59.3,29.107000000000006,5.05,82
19960801,75.23684210526316,0,55.526315789473685,29.07526315789472,5.5,86
19960802,68.43181818181819,0,72.56818181818181,29.17977272727273,4.840909090909091,82
19960803,63.642857142857146,0,84.78571428571429,29.270714285714266,3.5952380952380953,72
19960804,63.44186046511628,0,72.37209302325581,29.184651162790683,3.0930232558139537,73
19960805,67.84615384615384,0,64.53846153846153,28.9946153846154,3.7948717948717947,79
19960806,69.28888888888889,0,77.31111111111112,29.01666666666665,3.577777777777778,79
19960807,65.775,0,88.075,29.11074999999999,2.975,70
19960808,66.26829268292683,0,74.7560975609756,29.061707317073157,3.292682926829268,79
19960809,70.15,0,66.525,29.03574999999999,3.1,82
19960810,69.95744680851064,0,75.23404255319149,28.926170212765967,6.638297872340425,86
19960811,65.14634146341463,0,82.17073170731707,28.863902439024407,6.121951219512195,72
19960812,61.26315789473684,0,80.05263157894737,28.921578947368445,7.026315789473684,64
19960813,61.794871794871796,0,76.33333333333333,28.970256410256418,9.307692307692308,70
19960814,58.09756097560975,0,77.92682926829268,28.33999999999999,9.682926829268293,66
19960815,63.86842105263158,0,75.55263157894737,29.121315789473687,3.1842105263157894,72
19960816,64.42857142857143,0,79.5,29.179285714285726,3.738095238095238,75
19960817,66.9,0,75.1,29.186000000000014,4.025,77
19960818,67.86842105263158,0,68.10526315789474,29.13052631578948,3.8421052631578947,81
19960819,68.775,0,62.85,29.04249999999999,2.45,82
19960820,71.725,0,66.525,28.99600000000001,5.1,82
19960821,68.85,0,74.875,28.97725000000002,3.125,73
19960822,65.62162162162163,0,82.1891891891892,28.981081081081086,4.297297297297297,72
19960823,69.78378378378379,0,67.97297297297297,28.958918918918926,4.027027027027027,81
19960824,65.64102564102564,0,75.61538461538461,28.98871794871796,4.589743589743589,73
19960825,63.51219512195122,0,73.5609756097561,29.032439024390232,4.341463414634147,68
19960826,63.189189189189186,0,74.08108108108108,29.037837837837827,4.5675675675675675,73
19960827,64.38636363636364,0,78.3409090909091,29.04181818181817,4.681818181818182,73
19960828,58.425,0,78.575,29.055999999999994,9.325,64
19960829,57.475,0,73.15,29.049999999999983,7.125,68
19960830,59.375,0,71.05,29.160500000000003,6.15,68
19960831,58.95,0,73.85,29.265749999999986,4,63
19960901,54.71052631578947,0,77.44736842105263,29.301315789473662,6.078947368421052,61
19960902,54.44186046511628,0,72.97674418604652,28.526511627906984,4.069767441860465,66
19960903,57.41025641025641,0,80.43589743589743,29.084615384615383,22.17948717948718,64
19960904,63.14705882352941,0,74.55882352941177,29.032352941176462,5.029411764705882,75
19960905,58.642857142857146,0,77.80952380952381,29.049999999999994,3.1904761904761907,72
19960906,55.41025641025641,0,65.51282051282051,29.093076923076925,4,68
19960907,53.23255813953488,0,68.55813953488372,29.203953488372115,3.255813953488372,64
19960908,50.76315789473684,0,62.1578947368421,29.174999999999997,3.3157894736842106,64
19960909,54.21621621621622,0,65.64864864864865,29.132972972972976,4.297297297297297,66
19960910,53.82051282051282,0,64.46153846153847,29.126410256410264,2.230769230769231,68
19960911,55.76315789473684,0,68.86842105263158,29.019210526315796,3.9473684210526314,68
19960912,55.9,0,71.275,28.808749999999996,7.45,64
19960913,51.348837209302324,0,77.53488372093024,28.902093023255812,15.30232558139535,57
19960914,53.275,0,86.05,29.158500000000014,8.475,59
19960915,53.2093023255814,0,84.16279069767442,29.213023255813976,3.302325581395349,64
19960916,54.976190476190474,0,71.33333333333333,28.477619047619058,4.738095238095238,66
19960917,52.2972972972973,0,66.72972972972973,29.008108108108125,3.3783783783783785,66
19960918,48.476190476190474,0,74.0952380952381,28.193809523809527,6.285714285714286,59
19960919,54.15,0,78.575,28.75850000000001,2.675,64
19960920,54.08888888888889,0,87.02222222222223,27.476222222222223,2.7777777777777777,61
